CRN,Crse,Sect,Title,Course,Cr,GM,Type,Days,Time,Loc,P-Term,Dates,Instructor,Fee,Max,Enrl,AVL,XL-Max,XL-Enrl,Wait,Rsrvd,Status,Lib Ed,Perm
22273,AFBL 177,01 ,Franco-African Cinema & Literature,AFBL 177 Franco-African Cinema & Literature,3,L,CLAS ,M,13:30-16:20  ,HV 100 ,Full Term,01/11/2023-04/24/2023 ,"Chirol Hill, M  ",-,25 ,10 ,15 ,31 ,27 ,0,-,Open ,-,-
22441,AFBL 257,1 ,Black and Womanist Theology,AFBL 257 Black and Womanist Theology,3,L,CLAS ,TR,13:30-14:50  ,SLC 205 ,Full Term,01/11/2023-04/24/2023 ,"Carbine, R  ",-,20 ,4 ,16 ,20 ,6 ,0,-,Open ,CUL4,-
22473,AFBL 283,1 ,African Diaspora and Liberation Movements,AFBL 283 African Diaspora and Liberation Movements,3,L,CLAS ,TR,13:30-14:50  ,ONLINE  ,Full Term,01/11/2023-04/24/2023 ,"Ortega, J  ",-,25 ,23 ,2 ,-,-,-,-,Open ,CUL1,-
22491,AFBL 290,01 ,Affirmative Action Around the World,AFBL 290 Affirmative Action Around the World,3,L,CLAS ,TR,11:00-12:20  ,HV 113 ,Full Term,01/11/2023-04/24/2023 ,"Gold, G  ",-,25 ,23 ,2 ,-,-,0,-,Open ,CUL6,-
22503,AFBL 290,1 ,Indigenous & African Peoples Colonial Latin America,AFBL 290 Indigenous & African Peoples Colonial Latin America,3,L,CLAS ,TR,09:30-10:50  ,ONLINE  ,Full Term,01/11/2023-04/24/2023 ,"Ortega, J  ",-,25 ,23 ,2 ,-,-,0,-,Open ,CUL1,-
22442,AFBL 300,1 ,"Intersections: Race, Class, and Gender","AFBL 300 Intersections: Race, Class, and Gender",3,L,CLAS ,MW,15:00-16:20  ,MB 204 ,Full Term,01/11/2023-04/24/2023 ,"Collins-Dogrul, J  ",-,20 ,3 ,17 ,20 ,19 ,0,-,Open ,COM2,-
22272,AFBL 371,01 ,Political Economy of Developme,AFBL 371 Political Economy of Developme,3,L,CLAS ,TR,13:30-14:50  ,SLC 507 ,Full Term,01/11/2023-04/24/2023 ,"Bezares Calderon, A  ",-,25 ,1 ,24 ,25 ,10 ,0,-,Open ,-,-
22449,ANTH 210,01 ,Cultural Anthropology,ANTH 210 Cultural Anthropology,3,L,CLAS ,TR,15:00-16:20  ,MB 202 ,Full Term,01/11/2023-04/24/2023 ,"Smith, G  ",-,25 ,18 ,7 ,-,-,0,-,Open ,CUL6,-
21634,ANTH 211,01 ,Topics in the Anthropology of Asia,ANTH 211 Topics in the Anthropology of Asia,3,L,CLAS ,TR,13:30-14:50  ,DH 004 ,Full Term,01/11/2023-04/24/2023 ,"Vechayiem, D  ",-,26 ,25 ,1 ,-,-,0,-,Open ,CUL2,-
22329,ANTH 250,01 ,The Art of Ethnography,ANTH 250 The Art of Ethnography,3,L,CLAS ,TR,13:30-14:50  ,PL 201 ,Full Term,01/11/2023-04/24/2023 ,"Smith, G  ",-,15 ,3 ,12 ,-,-,0,-,Open ,-,-
22058,ANTH 290,01 ,The Latinos of Asia,ANTH 290 The Latinos of Asia,3,L,CLAS ,TR,15:00-16:20  ,DH 104 ,Full Term,01/11/2023-04/24/2023 ,"Vechayiem, D  ",-,25 ,6 ,19 ,-,-,0,-,Open ,-,-
22330,ANTH 290,02 ,Technology and Culture,ANTH 290 Technology and Culture,3,L,CLAS ,TR,09:30-10:50  ,MB 204 ,Full Term,01/11/2023-04/23/2023 ,"Smith, G  ",-,25 ,14 ,11 ,-,-,0,-,Open ,-,-
20958,ANTH 310,01 ,Theory in Anthropology,ANTH 310 Theory in Anthropology,3,L,CLAS ,MW,12:00-13:20  ,HV 104 ,Full Term,01/11/2023-04/24/2023 ,"Kakaliouras, A  ",-,15 ,0 ,15 ,-,-,0,-,Open ,-,IN 
21637,ANTH 327,01 ,Sex & Gender in Anthropology,ANTH 327 Sex & Gender in Anthropology,3,L,CLAS ,MW,15:00-16:20  ,DH 104 ,Full Term,01/11/2023-04/24/2023 ,"Kakaliouras, A  ",-,20 ,15 ,5 ,20 ,18 ,0,-,Open ,CUL6,-
22289,ANTH 390,01 ,Anthropology of Memory Communities,ANTH 390 Anthropology of Memory Communities,3,L,CLAS ,TR,11:00-12:20  ,SLC 507 ,Full Term,01/11/2023-04/24/2023 ,"Smith, G  ",-,25 ,4 ,21 ,-,-,0,-,Open ,-,-
22126,ANTH 408,01 ,Senior Seminar B,ANTH 408 Senior Seminar B,3,L,CLAS ,TR,09:30-10:50  ,PL 202 ,Full Term,01/11/2023-04/24/2023 ,"Overmyer-Velazquez, R  ",-,10 ,4 ,6 ,11 ,11 ,-,-,XL-Closed ,COM4,IN 
21276,APA 007,01 ,Self Defense for Women,APA 007 Self Defense for Women,1,P,CLAS ,TR,15:00-15:50  ,-,Full Term,01/11/2023-04/23/2023 ,"Camacho, D  ",-,25 ,14 ,11 ,-,-,0,-,Open ,-,-
21277,APA 010,01 ,Weight Training,APA 010 Weight Training,1,P,CLAS ,TR,09:30-10:20  ,-,Full Term,01/11/2023-04/23/2023 ,"Heal, M  ",-,16 ,16 ,0 ,-,-,1,-,Closed ,-,-
21279,APA 020,01 ,Pickleball,APA 020 Pickleball,1,P,CLAS ,MW,10:00-10:50  ,-,Full Term,01/11/2023-04/23/2023 ,"Madrigal, A  ",-,24 ,24 ,0 ,-,-,-,-,Closed ,-,-
20579,ART 101,01 ,Introduction to Art 3-D,ART 101 Introduction to Art 3-D,3,L,CLAS ,TR,09:30-12:20  ,WG 100N ,Full Term,01/11/2023-04/24/2023 ,"Sloan, D  ",90,19 ,18 ,1 ,-,-,-,-,Open ,COM3,-
22331,ART 104,1 ,"Game Art I: 3-D Modeling for Animation, Game Design, and Motion Graphics","ART 104 Game Art I: 3-D Modeling for Animation, Game Design, and Motion Graphics",3,L,CLAS ,MW,13:30-16:20  ,LIB G004 ,Full Term,01/11/2023-04/24/2023 ,"Jauregui, D  ",100,18 ,18 ,0 ,-,-,0,-,Closed ,COM3,-
22332,ART 120,1 ,Graphic Design I: Digital Software Literacy,ART 120 Graphic Design I: Digital Software Literacy,3,L,CLAS ,TR,09:30-12:20  ,LIB G004 ,Full Term,01/11/2023-04/24/2023 ,"Herrick, J  ",100,18 ,13 ,5 ,-,-,0,-,Open ,-,-
22334,ART 190,02 ,"Whatcha Mean, What's a Zine?","ART 190 Whatcha Mean, What's a Zine?",3,L,CLAS ,R,18:00-20:50  ,WG 100W ,Full Term,01/11/2023-04/24/2023 ,"Albert, B  ",75,18 ,17 ,1 ,-,-,-,-,Open ,COM3,-
22052,ART 200,01 ,Digital Photography I,ART 200 Digital Photography I,3,L,CLAS ,MW,10:00-12:50  ,WG 011 ,Full Term,01/11/2023-04/24/2023 ,"Riboli, L  ",100,15 ,14 ,1 ,-,-,0,-,Open ,COM3,-
22501,ART 201,1 ,Animation I,ART 201 Animation I,3,L,CLAS ,TR,13:30-16:20  ,LIB G004 ,Full Term,01/11/2023-04/24/2023 ,"Caterini, D  ",100,18 ,16 ,2 ,-,-,0,-,Open ,COM3,-
22335,ART 206,1 ,Western Art: 15th through 20th Centuries,ART 206 Western Art: 15th through 20th Centuries,3,L,CLAS ,MW,12:00-13:20  ,HV 205 ,Full Term,01/11/2023-04/23/2023 ,"Radisich, P  ",-,19 ,18 ,1 ,-,-,0,-,Open ,CUL5,-
21640,ART 208,01 ,Intro to Visual Culture/Media,ART 208 Intro to Visual Culture/Media,3,L,CLAS ,TR,11:00-12:20  ,HV 205 ,Full Term,01/11/2023-04/24/2023 ,"Albers, K  ",-,25 ,25 ,0 ,-,-,0,-,Closed ,CUL4,-
20010,ART 210,02 ,Drawing I,ART 210 Drawing I,3,L,CLAS ,MW,18:00-20:50  ,WG 201 ,Full Term,01/11/2023-04/24/2023 ,"Patrick, I  ",50,18 ,18 ,0 ,-,-,0,-,Closed ,COM3,-
20011,ART 210,01 ,Drawing I,ART 210 Drawing I,3,L,CLAS ,MW,13:30-16:20  ,WG 201 ,Full Term,01/11/2023-04/24/2023 ,"Huey, E  ",50,18 ,18 ,0 ,-,-,0,-,Closed ,COM3,-
22514,ART 212,1 ,"Gender Studies in Photography, Art, and Visual Culture","ART 212 Gender Studies in Photography, Art, and Visual Culture",3,L,CLAS ,TR,13:30-14:50  ,HV 202 ,Full Term,01/11/2023-04/24/2023 ,"Albers, K  ",-,16 ,16 ,0 ,-,-,-,-,Closed ,CUL4,-
22336,ART 222,1 ,Painting I,ART 222 Painting I,3,L,CLAS ,MW,10:00-12:50  ,WG 201 ,Full Term,01/11/2023-04/24/2023 ,"Herrick, J  ",85,17 ,17 ,0 ,-,-,0,-,Closed ,COM3,-
22337,ART 232,01 ,Ceramics I,ART 232 Ceramics I,3,L,CLAS ,MW,10:00-12:50  ,WG 100S ,Full Term,01/11/2023-04/24/2023 ,"Sloan, D  ",75,20 ,18 ,2 ,18 ,20 ,0,-,XL-Closed ,COM3,-
20580,ART 252,01 ,Sculpture I,ART 252 Sculpture I,3,L,CLAS ,TR,13:30-16:20  ,WG 100N ,Full Term,01/11/2023-04/24/2023 ,"Sloan, D  ",90,18 ,13 ,5 ,18 ,19 ,0,-,XL-Closed ,COM3,-
22471,ART 306,1 ,Introduction to Web Design,ART 306 Introduction to Web Design,3,L,CLAS ,MW,10:00-12:50  ,LIB G004 ,Full Term,01/11/2023-04/24/2023 ,"Caterini, D  ",100,18 ,14 ,4 ,-,-,0,-,Open ,COM3,-
22338,ART 311,01 ,Special Projects in Drawing,ART 311 Special Projects in Drawing,3,L,CLAS ,MW,10:00-12:50  ,WG 100W ,Full Term,01/11/2023-04/24/2023 ,"Herrick, J  ",30,18 ,1 ,17 ,18 ,4 ,0,-,Open ,-,-
22339,ART 322,01 ,Constructing Images,ART 322 Constructing Images,3,L,CLAS ,MW,10:00-12:50  ,WG 100W ,Full Term,01/11/2023-04/24/2023 ,"Herrick, J  ",30,18 ,0 ,18 ,18 ,4 ,0,-,Open ,-,-
22340,ART 323,01 ,Painting II,ART 323 Painting II,3,L,CLAS ,MW,10:00-12:50  ,WG 100W ,Full Term,01/11/2023-04/23/2023 ,"Herrick, J  ",30,18 ,2 ,16 ,18 ,4 ,0,-,Open ,-,-
22341,ART 324,01 ,Special Projects in Painting,ART 324 Special Projects in Painting,3,L,CLAS ,MW,10:00-12:50  ,WG 100W ,Full Term,01/11/2023-04/24/2023 ,"Herrick, J  ",30,18 ,1 ,17 ,18 ,4 ,0,-,Open ,-,-
22450,ART 332,01 ,Ceramics II,ART 332 Ceramics II,3,L,CLAS ,MW,10:00-12:50  ,WG 100S ,Full Term,01/11/2023-04/24/2023 ,"Sloan, D  ",75,3 ,2 ,1 ,18 ,20 ,0,-,XL-Closed ,-,-
22343,ART 334,01 ,Special Projects in Ceramics,ART 334 Special Projects in Ceramics,3,L,CLAS ,MW,10:00-12:50  ,WG 100S ,Full Term,01/11/2023-04/24/2023 ,"Sloan, D  ",75,2 ,0 ,2 ,18 ,20 ,0,-,XL-Closed ,-,-
20581,ART 353,01 ,Sculpture II,ART 353 Sculpture II,3,L,CLAS ,TR,13:30-16:20  ,WG 100N ,Full Term,01/11/2023-04/24/2023 ,"Sloan, D  ",90,5 ,6 ,-1 ,18 ,19 ,0,-,Closed ,-,-
20582,ART 354,01 ,Special Projects in Sculpture,ART 354 Special Projects in Sculpture,3,L,CLAS ,TR,13:30-16:20  ,WG 100N ,Full Term,01/11/2023-04/24/2023 ,"Sloan, D  ",90,3 ,0 ,3 ,18 ,19 ,0,-,XL-Closed ,-,IN 
21644,ART 371,01 ,Modern and Contemporary Latinx Visual Culture,ART 371 Modern and Contemporary Latinx Visual Culture,3,L,CLAS ,MW,15:00-16:20  ,HV 113 ,Full Term,01/11/2023-04/24/2023 ,"Valencia, J  ",-,20 ,17 ,3 ,20 ,19 ,0,-,Open ,CUL3,-
22502,ART 372,1 ,Media Theory,ART 372 Media Theory,3,L,CLAS ,TR,09:30-10:50  ,HV 202 ,Full Term,01/11/2023-04/24/2023 ,"Albers, K  ",-,15 ,15 ,0 ,-,-,0,-,Closed ,-,-
21646,ART 375,01 ,Graphic Design III: Logo Design and Branding Systems,ART 375 Graphic Design III: Logo Design and Branding Systems,3,L,CLAS ,MW,13:30-16:20  ,WG 011 ,Full Term,01/11/2023-04/24/2023 ,"Caterini, D  ",100,15 ,15 ,0 ,-,-,0,-,Closed ,-,-
21330,ART 389,01 ,Senior Project in Studio Art,ART 389 Senior Project in Studio Art,0-4,L,CLAS ,F,10:00-14:00  ,WG 011 ,Full Term,01/11/2023-04/24/2023 ,"Herrick, J  ",100,25 ,11 ,14 ,-,-,0,-,Open ,-,-
20282,BIOL 151,01 ,Cell & Molecular Biology,BIOL 151 Cell & Molecular Biology,4,L,CLAS ,MWF,10:00-10:50  ,SLC 311 ,Full Term,01/11/2023-04/24/2023 ,"Link, J  ",-,24 ,17 ,7 ,-,-,-,-,Open ,-,-
21616,BIOL 151,02 ,Cell & Molecular Biology,BIOL 151 Cell & Molecular Biology,4,L,CLAS ,MWF,11:00-11:50  ,SLC 311 ,Full Term,01/11/2023-04/24/2023 ,"Link, J  ",-,24 ,7 ,17 ,-,-,-,-,Open ,-,-
20290,BIOL 151L,01 ,Cell & Molecular Biology Lab,BIOL 151L Cell & Molecular Biology Lab,0,X,CLAS ,M,13:30-16:20  ,SLC 319 ,Full Term,01/11/2023-04/24/2023 ,"Link, J  ",-,24 ,18 ,6 ,-,-,0,-,Open ,-,-
20291,BIOL 151L,02 ,Cell & Molecular Biology Lab,BIOL 151L Cell & Molecular Biology Lab,0,X,CLAS ,T,13:30-16:20  ,SLC 319 ,Full Term,01/11/2023-04/24/2023 ,"Link, J  ",-,24 ,6 ,18 ,-,-,0,-,Open ,-,-
20283,BIOL 152,01 ,Biology of Organisms,BIOL 152 Biology of Organisms,4,L,CLAS ,MWF,11:00-11:50  ,SLC 309 ,Full Term,01/11/2023-04/24/2023 ,"Kloess, P  ",-,24 ,11 ,13 ,-,-,-,-,Open ,-,-
21945,BIOL 152,1 ,Biology of Organisms,BIOL 152 Biology of Organisms,4,L,CLAS ,MWF,10:00-10:50  ,SLC 309 ,Full Term,01/11/2023-04/24/2023 ,"Kloess, P  ",-,24 ,11 ,13 ,-,-,-,-,Open ,-,-
20293,BIOL 152L,02 ,Biology of Organisms Lab,BIOL 152L Biology of Organisms Lab,0,X,CLAS ,W,13:30-16:20  ,SLC 319 ,Full Term,01/11/2023-04/24/2023 ,"Kloess, P  ",-,24 ,14 ,10 ,-,-,0,-,Open ,-,-
21651,BIOL 152L,03 ,Biology of Organisms Lab,BIOL 152L Biology of Organisms Lab,0,X,CLAS ,R,13:30-16:20  ,SLC 319 ,Full Term,01/11/2023-04/24/2023 ,"Lozano, C  ",-,24 ,8 ,16 ,-,-,0,-,Open ,-,-
22448,BIOL 245,01 ,Human Biology,BIOL 245 Human Biology,3,L,CLAS ,MW,12:00-13:20  ,SLC 309 ,Full Term,01/11/2023-04/24/2023 ,"Valenzuela, H  ",-,24 ,23 ,1 ,-,-,-,-,Open ,CON2,-
20284,BIOL 251,01 ,Ecology & Evolution of Organisms,BIOL 251 Ecology & Evolution of Organisms,4,L,CLAS ,TR,09:30-10:50  ,SLC 110 ,Full Term,01/11/2023-04/24/2023 ,"Mbora, D  ",-,20 ,6 ,14 ,20 ,10 ,-,-,Open ,COM2,-
20294,BIOL 251L,01 ,Ecology & Evolution of Organisms Lab,BIOL 251L Ecology & Evolution of Organisms Lab,0,X,CLAS ,T,13:30-16:20  ,SLC 110 ,Full Term,01/11/2023-04/24/2023 ,"Mbora, D  ",-,20 ,6 ,14 ,20 ,10 ,0,-,Open ,-,-
21373,BIOL 302,02 ,Applied Human Anatomy and Physiology,BIOL 302 Applied Human Anatomy and Physiology,4,L,CLAS ,TR,11:00-12:20  ,SLC 311 ,Full Term,01/11/2023-04/24/2023 ,"Kloess, P  ",-,26 ,25 ,1 ,-,-,-,-,Open ,-,-
21949,BIOL 302,01 ,Applied Human Anatomy and Physiology,BIOL 302 Applied Human Anatomy and Physiology,4,L,CLAS ,TR,09:30-10:50  ,SLC 311 ,Full Term,01/11/2023-04/24/2023 ,"Kloess, P  ",-,22 ,12 ,10 ,-,-,-,-,Open ,-,-
21374,BIOL 302L,01 ,Applied Human Anatomy and Physiology Lab,BIOL 302L Applied Human Anatomy and Physiology Lab,0,X,CLAS ,R,13:30-16:20  ,SLC 330 ,Full Term,01/11/2023-04/24/2023 ,"Kloess, P  ",-,24 ,17 ,7 ,-,-,0,-,Open ,-,-
21375,BIOL 302L,02 ,Applied Human Anatomy and Physiology Lab,BIOL 302L Applied Human Anatomy and Physiology Lab,0,X,CLAS ,T,13:30-16:20  ,SLC 330 ,Full Term,01/11/2023-04/24/2023 ,"Kloess, P  ",-,24 ,20 ,4 ,-,-,0,-,Open ,-,-
22347,BIOL 331,1 ,Immunology,BIOL 331 Immunology,4,L,CLAS ,TR,09:30-10:50  ,SLC 108 ,Full Term,01/11/2023-04/24/2023 ,"Vetrone, S  ",-,24 ,18 ,6 ,-,-,-,-,Open ,-,-
22348,BIOL 331L,1 ,Immunology Lab,BIOL 331L Immunology Lab,0,X,CLAS ,T,13:30-16:20  ,SLC 404 ,Full Term,01/11/2023-04/24/2023 ,"Vetrone, S  ",-,24 ,18 ,6 ,-,-,0,-,Open ,-,-
20285,BIOL 343,01 ,Microbiology,BIOL 343 Microbiology,4,L,CLAS ,TR,09:30-10:50  ,SLC 508 ,Full Term,01/11/2023-04/24/2023 ,"Valenzuela, H  ",-,23 ,23 ,0 ,-,-,-,-,Closed ,-,-
20297,BIOL 343L,01 ,Microbiology Lab,BIOL 343L Microbiology Lab,0,X,CLAS ,R,13:30-16:20  ,SLC 404 ,Full Term,01/11/2023-04/24/2023 ,"Valenzuela, H  ",-,23 ,23 ,0 ,-,-,0,-,Closed ,-,-
22453,BIOL 355,01 ,Plant Biology,BIOL 355 Plant Biology,4,L,CLAS ,MWF,11:00-11:50  ,SLC 110 ,Full Term,01/11/2023-04/24/2023 ,"Bowen, A  ",-,20 ,13 ,7 ,20 ,19 ,-,-,Open ,-,-
22236,BIOL 355L,01 ,Plant Biology Lab,BIOL 355L Plant Biology Lab,0,X,CLAS ,W,13:30-16:20  ,SLC 110 ,Full Term,01/11/2023-04/24/2023 ,"Bowen, A  ",-,20 ,13 ,7 ,20 ,19 ,0,-,Open ,-,-
22346,BIOL 379,1 ,Conservation Biology,BIOL 379 Conservation Biology,4,L,CLAS ,WF,12:00-13:20  ,SLC 110 ,Full Term,01/11/2023-04/24/2023 ,"Mbora, D  ",-,24 ,15 ,9 ,24 ,20 ,0,-,Open ,-,-
22505,BIOL 379L,1 ,Conservation Biology Lab,BIOL 379L Conservation Biology Lab,0,X,CLAS ,F,13:30-16:20  ,SLC 108 ,Full Term,01/11/2023-04/24/2023 ,"Mbora, D  ",-,24 ,15 ,9 ,24 ,20 ,-,-,Open ,-,-
20288,BIOL 381,01 ,Molecular Genetics,BIOL 381 Molecular Genetics,4,L,CLAS ,MWF,10:00-10:50  ,SLC 313 ,Full Term,01/11/2023-04/24/2023 ,"Bourgaize, D  ",-,24 ,17 ,7 ,-,-,-,-,Open ,-,-
20298,BIOL 381L,01 ,Molecular Genetics Lab,BIOL 381L Molecular Genetics Lab,0,X,CLAS ,M,13:30-16:20  ,SLC 404 ,Full Term,01/11/2023-04/24/2023 ,"Bourgaize, D  ",-,24 ,17 ,7 ,-,-,0,-,Open ,-,-
22350,BIOL 383,1 ,Genetics & Genomics,BIOL 383 Genetics & Genomics,4,L,CLAS ,MWF,09:00-09:50  ,SLC 311 ,Full Term,01/11/2023-04/24/2023 ,"Link, J  ",-,24 ,15 ,9 ,-,-,-,-,Open ,-,-
22351,BIOL 383L,1 ,Genetics Lab,BIOL 383L Genetics Lab,0,X,CLAS ,F,13:30-16:20  ,SLC 404 ,Full Term,01/11/2023-04/24/2023 ,"Link, J  ",-,24 ,15 ,9 ,-,-,0,-,Open ,-,-
21399,BIOL 493,01 ,Biology Seminar,BIOL 493 Biology Seminar,0-1,R,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Bourgaize, D  ",-,4 ,1 ,3 ,-,-,0,-,Open ,COM4,IN 
22240,BIOL 493,03 ,Biology Seminar,BIOL 493 Biology Seminar,0-1,R,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Link, J  ",-,4 ,3 ,1 ,-,-,-,-,Open ,COM4,IN 
22241,BIOL 493,04 ,Biology Seminar,BIOL 493 Biology Seminar,0-1,R,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Mbora, D  ",-,4 ,0 ,4 ,-,-,-,-,Open ,COM4,IN 
22242,BIOL 493,05 ,Biology Seminar,BIOL 493 Biology Seminar,0-1,R,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Valenzuela, H  ",-,7 ,7 ,0 ,-,-,-,-,Closed ,COM4,IN 
22243,BIOL 493,06 ,Biology Seminar,BIOL 493 Biology Seminar,0-1,R,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Vetrone, S  ",-,4 ,4 ,0 ,-,-,-,-,Closed ,COM4,IN 
22310,BIOL 493,07 ,Biology Seminar,BIOL 493 Biology Seminar,0-1,R,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Bowen, A  ",-,4 ,1 ,3 ,-,-,-,-,Open ,COM4,IN 
20603,BIOL 496,06 ,Undergraduate Research in Biology,BIOL 496 Undergraduate Research in Biology,45017,L,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Link, J  ",-,5 ,2 ,3 ,-,-,-,-,Open ,-,IN 
21118,BIOL 496,01 ,Undergraduate Research in Biology,BIOL 496 Undergraduate Research in Biology,45017,L,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Vetrone, S  ",-,5 ,0 ,5 ,-,-,-,-,Open ,-,IN 
21119,BIOL 496,02 ,Undergraduate Research in Biology,BIOL 496 Undergraduate Research in Biology,45017,L,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Valenzuela, H  ",-,5 ,1 ,4 ,-,-,-,-,Open ,-,IN 
22134,BIOL 496,03 ,Undergraduate Research in Biology,BIOL 496 Undergraduate Research in Biology,45017,L,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"TBA, .  ",-,5 ,0 ,5 ,-,-,-,-,Open ,-,IN 
22135,BIOL 496,07 ,Undergraduate Research in Biology,BIOL 496 Undergraduate Research in Biology,45017,L,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Bourgaize, D  ",-,5 ,0 ,5 ,-,-,-,-,Open ,-,IN 
22352,BIOL 496,4 ,Undergraduate Research in Biology,BIOL 496 Undergraduate Research in Biology,45017,L,CLAS ,-,-,-,Full Term,01/11/2023-04/24/2023 ,"Mbora, D  ",-,5 ,0 ,5 ,-,-,-,-,Open ,-,IN 
20023,BSAD 130,01 ,Business and Society,BSAD 130 Business and Society,3,L,CLAS ,MWF,10:00-10:50  ,HV 100 ,Full Term,01/11/2023-04/24/2023 ,"Mendez, R  ",-,25 ,18 ,7 ,-,-,0,-,Open ,-,-
20024,BSAD 130,02 ,Business and Society,BSAD 130 Business and Society,3,L,CLAS ,MWF,08:00-08:50  ,HV 100 ,Full Term,01/11/2023-04/24/2023 ,"Mendez, R  ",-,25 ,7 ,18 ,-,-,0,-,Open ,-,-
20587,BSAD 130,03 ,Business and Society,BSAD 130 Business and Society,3,L,CLAS ,MWF,09:00-09:50  ,HV 100 ,Full Term,01/11/2023-04/24/2023 ,"Mendez, R  ",-,25 ,19 ,6 ,-,-,0,-,Open ,-,-
20025,BSAD 201,01 ,Principles of Financial Accounting,BSAD 201 Principles of Financial Accounting,3,L,CLAS ,TR,15:00-16:20  ,HV 104 ,Full Term,01/11/2023-04/24/2023 ,"Nino, L  ",-,25 ,13 ,12 ,-,-,0,-,Open ,-,-
21243,BSAD 201,02 ,Principles of Financial Accounting,BSAD 201 Principles of Financial Accounting,3,L,CLAS ,TR,13:30-14:50  ,HV 104 ,Full Term,01/11/2023-04/24/2023 ,"Nino, L  ",-,25 ,23 ,2 ,-,-,0,-,Open ,-,-
20026,BSAD 202,02 ,Principles of Managerial Accounting,BSAD 202 Principles of Managerial Accounting,3,L,CLAS ,TR,09:30-10:50  ,HV 205 ,Full Term,01/11/2023-04/24/2023 ,"Ichiho, R  ",-,25 ,13 ,12 ,-,-,0,-,Open ,-,-
22353,BSAD 202,1 ,Principles of Managerial Accounting,BSAD 202 Principles of Managerial Accounting,3,L,CLAS ,TR,11:00-12:20  ,HV 104 ,Full Term,01/11/2023-04/24/2023 ,"Ichiho, R  ",-,25 ,17 ,8 ,-,-,0,-,Open ,-,-
20028,BSAD 231,01 ,Business Law,BSAD 231 Business Law,3,L,CLAS ,TR,09:30-10:50  ,HV 104 ,Full Term,01/11/2023-04/24/2023 ,"Gold, G  ",-,25 ,22 ,3 ,-,-,0,-,Open ,-,-
22136,BSAD 301,01 ,Intermediate Accounting I,BSAD 301 Intermediate Accounting I,3,L,CLAS ,TR,13:30-14:50  ,HV 113 ,Full Term,01/11/2023-04/24/2023 ,"Gold, G  ",-,25 ,9 ,16 ,-,-,0,-,Open ,-,-
21653,BSAD 306,01 ,Auditing and Case Simulations,BSAD 306 Auditing and Case Simulations,3,L,CLAS ,TR,11:00-12:20  ,DH 004 ,Full Term,01/11/2023-04/24/2023 ,"Nino, L  ",-,25 ,18 ,7 ,-,-,0,-,Open ,-,-
20029,BSAD 310,01 ,Business Finance I,BSAD 310 Business Finance I,3,L,CLAS ,MW,08:30-09:50  ,HV 205 ,Full Term,01/11/2023-04/24/2023 ,"Radoniqi, F  ",-,30 ,28 ,2 ,-,-,0,-,Open ,-,-
20031,BSAD 320,01 ,Marketing Principles,BSAD 320 Marketing Principles,3,L,CLAS ,WF,12:00-13:20  ,DH 004 ,Full Term,01/11/2023-04/24/2023 ,"Smirnov, K  ",-,25 ,25 ,0 ,-,-,0,-,Closed ,-,-
20032,BSAD 320,02 ,Marketing Principles,BSAD 320 Marketing Principles,3,L,CLAS ,WF,15:00-16:20  ,HV 108 ,Full Term,01/11/2023-04/24/2023 ,"Smirnov, K  ",-,25 ,9 ,16 ,-,-,0,-,Open ,-,-
20033,BSAD 330,01 ,Management and Organizational Behavior,BSAD 330 Management and Organizational Behavior,3,L,CLAS ,TR,15:00-16:20  ,DH 118 ,Full Term,01/11/2023-04/24/2023 ,"Kaur, M  ",-,25 ,25 ,0 ,-,-,0,-,Closed ,-,-
20523,BSAD 341,02 ,Management Information Systems,BSAD 341 Management Information Systems,3,L,CLAS ,MW,12:00-13:20  ,SLC 313 ,Full Term,01/11/2023-04/24/2023 ,"Mitchell Sr, P  ",-,28 ,28 ,0 ,-,-,0,-,Closed ,-,-
21297,BSAD 341,03 ,Management Information Systems,BSAD 341 Management Information Systems,3,L,CLAS ,MW,15:00-16:20  ,SLC 313 ,Full Term,01/11/2023-04/24/2023 ,"Mitchell Sr, P  ",-,28 ,12 ,16 ,-,-,0,-,Open ,-,-
20037,BSAD 350,01 ,International Business,BSAD 350 International Business,3,L,CLAS ,MW,08:30-09:50  ,DH 104 ,Full Term,01/11/2023-04/24/2023 ,"Sattari, S  ",-,25 ,25 ,0 ,-,-,0,-,Closed ,-,-
22355,BSAD 360,1 ,Sustainable Development and the Triple Bottom Line,BSAD 360 Sustainable Development and the Triple Bottom Line,3,L,CLAS ,MW,12:00-13:20  ,HV 004A ,Full Term,01/11/2023-04/24/2023 ,"Sattari, S  ",-,25 ,14 ,11 ,25 ,18 ,0,-,Open ,CUL6,-
